topic	tweet_id	tweet_url	tweet_text	class_label
politics	1219901185437708288	https://twitter.com/user/status/1219901185437708288	"‼️ ¡La educación no es un arma política! 📺 @JuanMarin_Cs ""El PSOE es un maestro de la demagogia, cuando hay que hablar de financiación y de un Pacto Nacional por la Educación intentan desviar la atención"" #LosDesayunos https://t.co/HqohyG0mwm"	0
politics	1220064147389337600	https://twitter.com/user/status/1220064147389337600	Llegamos al Gobierno para mejorar la vida de la gente. En su segunda semana el Gobierno de coalición ha pactado con patronal y sindicatos la segunda subida del SMI en 14 meses. Estamos cumpliendo. #SMI950. Sí se puede. https://t.co/lGq2UrEeqY	0
politics	1168848163387654144	https://twitter.com/user/status/1168848163387654144	📝 El Gobierno reconoce a @ensanro que en materia humanitaria solo en 2019 ‘el total de lo destruido y/o confiscado por Israel en donde consta participación española asciende a 68.700 euros’.  https://t.co/0Q2ZwH9nH7	1
politics	1218673618613346305	https://twitter.com/user/status/1218673618613346305	".@gabrielrufian ""El 'pin parental' es un intento más de la extrema derecha para volver a tiempos pretéritos"" #L6Nrufián"	0
politics	1174258051479756800	https://twitter.com/user/status/1174258051479756800	"?Revisión del caso #Altsasu en el Tribunal Supremo La defensa pide la absolución de los acusados y que se elimine el agravante de ""discriminación"" que ha hecho que las penas sean de hasta 13 años. Más de 1.000 días en la cárcel #EnJake @Xlapitz https://t.co/jGwd9z74Gp"	1
politics	1191747000406073345	https://twitter.com/user/status/1191747000406073345	"Jugar a ""encuentra las diferencias"" cuando se trata de VOX y del PP es imposible: el juez Serrano obtuvo un préstamo público de 2,48 millones, que jamás devolvió, para una fábrica que nunca terminó. https://t.co/ySax4TITGF"	1
politics	1265350762344955906	https://twitter.com/user/status/1265350762344955906	Hemos movilizado a la comunidad internacional para que preste más ayuda a millones de venezolanos desplazados y a los países de América Latina que los acogen. Los donantes internacionales han suscrito compromisos por un total de €2.544 millones. Gracias! https://t.co/LvJ9qdUdJR	1
politics	1288370638030282752	https://twitter.com/user/status/1288370638030282752	No es de recibo que aquellos que han atentado contra la unidad de España gocen de beneficios penitenciarios.  Las autonomías y las cesiones de competencias (como la de instituciones penitenciarias) son el más firme aliado de los que buscan fractura la unidad de la Nación. https://t.co/gBUxCiId5e	0
politics	1186723110587904000	https://twitter.com/user/status/1186723110587904000	¡Recibimiento de CAMPEONES! Así fue la acogida para nuestros héroes en los Global Games, disputados en Australia, nada más aterrizar en Madrid. 4⃣9⃣ medallas ha logrado el #TeamESP ?? en este Mundial para personas con discapacidad intelectual. https://t.co/Xbolop7mGO	0
politics	1268199989358059521	https://twitter.com/user/status/1268199989358059521	Coronavirus: La Generalitat suspende las ayudas para pagar el alquiler ante la avalancha de solicitudes | Cataluña | EL PAÍS  https://t.co/Zz5vtCJywJ	1
politics	1301829382651154432	https://twitter.com/user/status/1301829382651154432	Vídeo reunión con #ANETRA Asociación Nacional Empresarios Transportes en Autocares formada por más de 9000 empresas:“ Estamos heridos de muerte” #MotivosParaLaMoción @PatriciadlHeras @VOX_Congreso hemos registrado iniciativas para proteger a más de 11,000 trabajadores directos. https://t.co/2eVHcjPXHo	1
politics	1229887345958232066	https://twitter.com/user/status/1229887345958232066	Ya hay más potencia eólica que nuclear en el Viejo Continente. Europa supera el listón de los 200.000 megavatios de potencia eólica instalada @WindEurope  @aeeolica @APPA_Renovables #eolica #renovables https://t.co/1IcubXQIt6 vía @ERenovables https://t.co/JBioERvSxp	1
politics	1184085961854111745	https://twitter.com/user/status/1184085961854111745	"😤 El PSOE demostró su apoyo a Torra durante la moción #PorLaConvivencia 📡 @Lroldansu ""Cs sigue siendo el referente incontestable del Constitucionalismo en Cataluña. No podemos dejar el futuro de 7,5 millones de catalanes en manos de Torra"" #ActualidadCs https://t.co/r93FKJtcMv"	0
politics	1266416479911776270	https://twitter.com/user/status/1266416479911776270	Borrás: ‘⁦@vox_es⁩ ha venido a dar voz a sectores que nunca antes han sido escuchados‘ | ⁦@VOX_Congreso⁩  https://t.co/fc6a8h0H6G	0
politics	1281991357389844485	https://twitter.com/user/status/1281991357389844485	⚽️🏆 Fue histórico, inolvidable, maravilloso, muchos dicen que será irrepetible.....  🇪🇸🇪🇸 Un país unido por el Deporte y por los colores de su bandera...tan solo hace diez años.  Ojalá todo se vuelva a repetir....ESPAÑA #campeonesdelmundo https://t.co/03647g4vIi	0
politics	1220350394049667072	https://twitter.com/user/status/1220350394049667072	Exactamente, expresident. No ha cambiado nada. No eras presidente ayer, y sigues sin serlo hoy. A ver si se entera Sánchez y suspende vuestra reunión fake. https://t.co/Lcl3HtKrF0	0
politics	1218137295188123648	https://twitter.com/user/status/1218137295188123648	Pedro Sánchez ha dado el visto bueno a la apertura de las 'embajadas' catalanas en Argentina, México y Túnez.  Empiezan las cesiones a sus socios separatistas.  Incrementan gasto en sus majaderías, despreciando la urgencia de las política sociales.   https://t.co/kI9uUtSxfb	1
politics	1279788972470870018	https://twitter.com/user/status/1279788972470870018	Torra se cargó en 24 horas 3 días de la fase 2 y los 15 de la fase 3 en Lleida. Torra tiene las competencias de trabajo. Torra tiene las competencias en sanidad. Torra tiene las competencias sobre los Mossos Pero les ha faltado tiempo para echar la culpa al gobierno de España. https://t.co/I853eEsuHV	1
politics	1188081539042689025	https://twitter.com/user/status/1188081539042689025	MADRID. Plaza de Colón. Si la Delegación del Gobierno de Pedro Sánchez dice que hemos sido 20.000   en el acto de VOX... ¡imaginad cuantos hemos sido! #EspañaSiempre #Madrid #PlazaDeColón https://t.co/cWUff1mmqJ	0
politics	1101098306854445058	https://twitter.com/user/status/1101098306854445058	El 54,7% cree que hubiera sido bueno aprobar los #PGE19. El 46,4 de los votantes de Cs en 2016 creen que hubiera sido bueno aprobarlos. #CIS https://t.co/93dQrCsbDi	1
politics	1171723051664367616	https://twitter.com/user/status/1171723051664367616	Quienes cometen delitos en Cataluña deben saber que también los cometen en España y Europa. Los que huyen de la Justicia española huyen de la Justicia europea. Así lo ha dicho @Albert_Rivera hoy ? https://t.co/D70MGgJdO6	0
politics	1218171929745674240	https://twitter.com/user/status/1218171929745674240	⚡️ Vuelve a ver las intervenciones de @OskarMatute en @Lanoche_24h donde debatió sobre...👇  ✍️ ...el nombramiento de Delgado, la politización de la justicia española, el #PINParental y las contradicciones de la derecha sobre la legitimidad y la legalidad. https://t.co/okn9gHrS1K	0
politics	1178709348060663808	https://twitter.com/user/status/1178709348060663808	El precio del alquiler en la Unión Soviética estuvo congelado desde el año 1928 (10% salario) hasta 1982 (2% salario).  A David Pérez le interesa más otro modelo de ‘gestión’ de lo público, como el exitoso Eurovegas, o regalar ilegalmente vivienda social a fondos buitre. https://t.co/9ISFSt7USO	1
politics	1167512471118237698	https://twitter.com/user/status/1167512471118237698	Hoy en el #CMin hemos aprobado las dos convocatorias de ayudas a #investigación en I+D+I más importantes de la Agencia Española de Investigación. Juntas suman 622 millones de euros. Menos retrasos y menos burocracia para más conocimiento y más progreso. https://t.co/y0Ng1PP4Ll	1
politics	1217909981070143505	https://twitter.com/user/status/1217909981070143505	A @TeoGarciaEgea en este tuit le falta una aclaración: la Ley totalitaria que permite el adoctrinamiento de nuestros hijos en los colegios en Madrid fue creada y aprobada por el PP. 🙄🙄 #PINParental https://t.co/7eFlwrWIp7	1
politics	1224653691812286465	https://twitter.com/user/status/1224653691812286465	"Alerta entre médicos y estudiantes por el posible traspaso del MIR a Cataluña  Acabarían con el examen único en toda España, la ""joya de la corona"" nuestro sistema  El Sindicato Médico Catalán ""El MIR en España tiene un grado de categoría profesional enorme a nivel internacional"" https://t.co/CwZffLbor4"	1
politics	1227606925472419840	https://twitter.com/user/status/1227606925472419840	"0,45%.  Es el ""click-through rate"" (% que abre el enlace) de artículos compartidos por cuentas con más de 10.000 seguidores.  O sea, 99,55% de los que ven este tuit no irá al párrafo 10, donde dice que España dio 1,5 millones (10 veces MÁS que Cataluña) a la mismísima comisión.🤷‍♀️ https://t.co/gN8BwAi9pk"	1
politics	1180431779293011970	https://twitter.com/user/status/1180431779293011970	¡Ya somos TT 1 en España! 🎉  Sin vuestro apoyo, Podemos no tendría sentido.   💜 Salimos estas elecciones a ganar las instituciones para la gente. Con vosotros y vosotras, ¡sí se puede!  #ElPoderDeLaGente https://t.co/TdaJe3LeOj	1
politics	1199662756963717121	https://twitter.com/user/status/1199662756963717121	¡Enhorabuena, @SalvatoSciacchi! Mis mejores deseos para sus nuevas responsabilidades al frente de la @icao. https://t.co/icxxXpogrF	0
politics	1215928564505305088	https://twitter.com/user/status/1215928564505305088	En el marco del Forum 2020 de la asociación China EV100, el secretario general de Industria y Pyme, Raül Blanco, se ha reunido con el director general para Europa de BYD, empresa china fabricante de vehículos eléctricos. https://t.co/Td5YySrOjY	0
politics	1217753504938369025	https://twitter.com/user/status/1217753504938369025	Camino de Vitoria, donde trasladaré a sindicatos y empresarios las prioridades en materia industrial del Gobierno, desde la serenidad, la responsabilidad, el realismo y la visión de futuro.  España necesita el compromiso y el esfuerzo de todos para impulsar nuestra industria. https://t.co/DQN3eMaLXu	0
politics	1281901919083126784	https://twitter.com/user/status/1281901919083126784	Don @salvadorilla , no se lo cree ni Vd. Y el cartel de detrás debía decir : SOM UN DESASTRE, UNA FALLADA GREU.  : Illa dice que España es donde «mejor se ha controlado la pandemia» en pleno auge de los rebrotes: https://t.co/5AS3odWgOm	0
politics	1186988785705345024	https://twitter.com/user/status/1186988785705345024	Vacunados fantasma.  Cursos fantasma.  Dependencia fantasma.  Listas de espera fantasmas.  Prejubilaciones fantasma.  Fondos Europeos fantasma.  El Psoe es un partido de lo más paranormal.  https://t.co/3wMQ2DVT2u	0
politics	1217506168098127876	https://twitter.com/user/status/1217506168098127876	Dejo temporalmente mi trabajo en la @UAM_Madrid para incorporarme como Secretario de Estado a la Vicepresidencia de Derechos Sociales y Agenda 2030. Ha sido un privilegio enseñar economía en la UAM. Será un honor impulsar los derechos sociales de este país junto a @PabloIglesias	0
politics	1186547505108049920	https://twitter.com/user/status/1186547505108049920	EH Bildu  -&gt;  14’8   (+0’1) ? P. Popular -&gt;14’7  Cada papeleta ? de EH Bildu en Araba el próximo #10N estará llena de responsabilidad y orgullo. Orgullo por ser los y las alavesas quienes dejemos sin representantes aquí a la derecha española reaccionaria. ?? #GoazenIñaki https://t.co/Y1GZPdDXAy	0
politics	1219938024814972929	https://twitter.com/user/status/1219938024814972929	Estamos trabajando para que el proyecto de la Y vasca sea una realidad cuanto antes.  Hasta la fecha, se han ejecutado más de 3.500 millones de euros para acercar Euskadi a todos los ciudadanos de nuestro país y del resto de Europa. #BasqueRailway https://t.co/KOTNAIK6qw	1
politics	1290303687626113025	https://twitter.com/user/status/1290303687626113025	Podemos admite por primera vez pérdidas tras las debacles electorales: 2.648.097 € en 2019: La pregunta es ¿ que banco le prestará el dinero? Por si acaso, antes de que se lo regalen, #MocionSeptiembre	1
politics	1205538674118713344	https://twitter.com/user/status/1205538674118713344	Hoy he estado con el vicepresidente del Banco Central Europeo, Luis de Guindos. Con su nombramiento, la Europa del Euro reconoció que la política económica del Partido Popular es una referencia internacional, y pronto volverá a serlo. https://t.co/mqpiWsdPvI	0
politics	1261010212405874688	https://twitter.com/user/status/1261010212405874688	Tengo la suerte de contar con unos compañeros/as excelentes en el @gpscongreso y cada semana se asoma un@ al IGlive Pasaron ya @Viondi @J_Zaragoza_ y @lauraberja86 Hoy he charlado de la política que viene con @afernb Próximo martes: Respuesta UE a la crisis con @perejoanpons	0
politics	1186654535105818624	https://twitter.com/user/status/1186654535105818624	En España hay un 40% de energía renovable con el impulso de los gobiernos del PP. Creamos el primer Ministerio de Medio Ambiente, ratificamos los acuerdos Kioto y París, legislamos para acabar con los residuos plásticos... seguiremos luchando contra el cambio climático. https://t.co/mx4eypKwB9	1
politics	1217731973453701121	https://twitter.com/user/status/1217731973453701121	"Joan Baldoví, sobre las declaraciones de Pablo Iglesias de los tribunales españoles: ""Me pareció bien lo que dijo Pablo Iglesias (...) Determinados organismos tienen la piel muy fina""  https://t.co/mju0psdTLV #LosDesayunos https://t.co/KCx79Hzam9"	0
politics	1217080006356230145	https://twitter.com/user/status/1217080006356230145	💬 “Las políticas neoliberales han condenado al Campo de Gibraltar a cifras de paro del 27%, llegando el 70% entre jóvenes. El acuerdo del #Brexit no puede dejar atrás a sus 13.000 trabajadoras y trabajadores transfronterizos”. @sirarego en el pleno del Parlamento Europeo https://t.co/f2YfMTdfn2	1
politics	1218550250807472128	https://twitter.com/user/status/1218550250807472128	El chiringuito de derechos civiles  gasta 200.000€ en propaganda. https://t.co/O1pyX0396J	1
politics	1227205768849633280	https://twitter.com/user/status/1227205768849633280	Rueda de prensa de la ministra de @Haciendagob y portavoz del Gobierno, María Jesús Montero, y la vicepresidenta tercera y ministra de @_minecogob, Nadia Calviño, para informar sobre los acuerdos del #CMin.  En #directo a partir de las 13:00h: https://t.co/bBLb7xysf8 https://t.co/Qy3IjoUq5R	0
politics	1168972668093325313	https://twitter.com/user/status/1168972668093325313	? Demoledor: 2.212 parados más en Castilla la Mancha. Claramente las actuales políticas de creación de empleo son un fracaso. @Cs_CLM presentará una serie de medidas para revertir la situación. Por fin se hará #PolíticaUtil de verdad en #CastillaLaMancha. https://t.co/Ocjmvj7VOT	1
politics	1190549084253442050	https://twitter.com/user/status/1190549084253442050	Más País-Chunta mintiendo a sus votantes. El último escaño en Zaragoza no se lo llevó Vox, sino el PSOE, por los pelos sobre Cs. Vox sacó 20.000 votos + de los necesarios. Votar Chunta pone en riesgo el 1er escaño de UP y el 3ero de PSOE en beneficio de Cs https://t.co/FMY6tTSOd3 https://t.co/1JYN3flWba	1
politics	1220339721836036097	https://twitter.com/user/status/1220339721836036097	Somos una región rica porque apreciamos la diversidad.   A nadie que viene a Madrid le preguntamos de dónde viene, sino qué quiere hacer para conseguir sus sueños. ¡Feliz #AñoNuevoChino a toda la comunidad china! 🇨🇳  #AñodelaRata #ChineseNewYear https://t.co/i9WOJQgFG7	0
politics	1188475040343515136	https://twitter.com/user/status/1188475040343515136	Cientos de miles de españoles defienden en Barcelona la unidad de España... @vox_es, con los jóvenes; PP y Cs, con el PSOE https://t.co/ijP0hB4qHx https://t.co/pMAHtWR7eE	0
politics	1219252408225759232	https://twitter.com/user/status/1219252408225759232	El Pin Parental en un minuto. https://t.co/QlHcisu5sT	0
politics	1171160052218155009	https://twitter.com/user/status/1171160052218155009	📺 Mañana martes, a partir de las 8:50h, @Yolanda_Diaz_ interviene en @Desayunos_tve.  ▶️ Síguelo en directo en https://t.co/t2qC5nUG4Y https://t.co/2lSYuiauR4	0
politics	1176152280950824962	https://twitter.com/user/status/1176152280950824962	8:00 Registros de la Guardia Civil en el Vallès 9:00 Primeras detenciones 10:00 Comunicado de la Guardia Civil hablando de presunto material 12:00 Tertulianos hablan de terrorismo 13:00 C's habla de explosivos 20:00 Llegas a casa y en el Telediario ya hablan de ETA  Así funciona.	0
politics	1219670158316273665	https://twitter.com/user/status/1219670158316273665	💐✡️ @hermanntertsch deposita la corona de flores de la delegación de eurodiputados españoles en Auschwitz en el 75º aniversario de la liberación del campo de exterminio. Ni un solo representante de la izquierda en pleno auge del antisemitismo en Europa. https://t.co/cAXriojAgv	1
politics	1219644002074578944	https://twitter.com/user/status/1219644002074578944	Por justicia climática entre territorios y generaciones. Por el futuro. Por responsabilidad, porque las instituciones deben liderar los cambios en la sociedad. El #CMin declara la #EmergenciaClimática como muestra de su compromiso con este desafío que debemos abordar entre todos. https://t.co/zSy0s5lZtq	0
politics	1194611461177393152	https://twitter.com/user/status/1194611461177393152	Más de 7.800 niños, niñas y adolescentes cruzaron el Estrecho de Gibraltar en 2018.  @SaveChildrenEs ha premiado a @salvamentogob por su trabajo en favor de esa infancia migrante y refugiada. 👫  #PremiosSave https://t.co/Fnr6afEQ1G	1
politics	1141268019055927296	https://twitter.com/user/status/1141268019055927296	La mafia del 3% vuelve a ser noticia en Cataluña. El juez ha imputado a 15 empresas por el pago de comisiones a CDC a cambio de dedazos en los contratos de obras o servicios públicos. Luego tienen la cara dura de decir que “España nos roba”, cuando quienes nos roban son ellos. https://t.co/GwJtxtcXj2	1
politics	1221395656876724225	https://twitter.com/user/status/1221395656876724225	📽 La patada de Pedro Sánchez a #Andalucía.  El presidente del Gobierno de España se niega a pagarnos los 537 millones de euros que son de todos los andaluces.  Extracto de la entrevista publicada hoy en 🗞@DiarioSur 🗞 https://t.co/CqAG5ISMBQ	1
politics	1225696824972853250	https://twitter.com/user/status/1225696824972853250	Entrando en @esRadio !! https://t.co/L5vXSEG7es	0
politics	1165290203587764224	https://twitter.com/user/status/1165290203587764224	Sobre los Puntos Violetas, el portavoz de @Vox_Alcorcon, @PedroMorenoGmz, recuerda que para atender denuncias y mantener el orden ya está la Policía Municipal y Nacional, no un chiringuito subvencionado con 12.000 euros. https://t.co/hEV07JOBjo	1
politics	1226887005801533446	https://twitter.com/user/status/1226887005801533446	"🏛 Hoy hemos registrado en el @Congreso la Ley de Muerte Digna.  📺 @BalEdmundo ""Es un paso previo a la Ley de Eutanasia y asegura la libertad de decisión del enfermo estando informado y con plenas garantías"" #GobiernoARV https://t.co/MEisKwleQJ"	0
politics	1171167460671856640	https://twitter.com/user/status/1171167460671856640	Un nigeriano de 28 años (aun no sabemos si ilegal o no) es detenido tras intentar raptar a una niña de 11 años en un parque en Getafe. Dicen en la prensa que se desconocen las intenciones del sujeto. Por cierto, ¡Qué montón de hechos aislados!  https://t.co/B4ey4rdg8I	1
politics	1218157918165618688	https://twitter.com/user/status/1218157918165618688	▶ @TeoGarciaEgea anuncia la presentación de una proposición de ley en el @Congreso_Es para que no se pueda elegir nunca más a un político como fiscal general del Estado. https://t.co/FKyVC2rrRK	0
politics	1227671536204730369	https://twitter.com/user/status/1227671536204730369	Vicepresidenta Calvo: “en la nueva ley de memoria irá la Información pública de los archivos de la AGE desde el 14-4-31 al final de 82. Sé q al PNV le interesa este asunto en otra amplitud y, en relación a los secretos de estado, este gobierno está ya trabajando”. A ver si es así	0
politics	1165250917563817985	https://twitter.com/user/status/1165250917563817985	Gran Rovira, Secretaria General d'ERC: “ens hem trobat amb un Estat social irreformable i immobilista que protegeix els privilegis d’una minoria (...) una casta política oligopòlica que extreu de l’erari públic molts recursos en benefici d’uns quants”.  https://t.co/7jUvnxSf5Z	0
politics	1191509357491556354	https://twitter.com/user/status/1191509357491556354	"⛔ BULO de @eldiarioes. ""@Santi_ABASCAL se inventa que suprimir la sanidad universal a los inmigrantes ahorraría mil o dos mil millones...""  ❌ FALSO: Lo ha preguntado. Además, teniendo en cuenta un informe del Tribunal de Cuentas, se calculó en unos 1.000 millones en 2012. https://t.co/y6tClNCt1d"	1
politics	1284794610984910849	https://twitter.com/user/status/1284794610984910849	Nos toca vivir un #GPEspaña de #MotoGP diferente. Aunque las gradas están vacías y no escuchamos el rugir de las motos de los aficionados, hoy Jerez y Andalucía vuelven a estar en el mundo, más de 400 millones de espectadores siguen este domingo la gran fiesta del #motociclismo. https://t.co/3QF9hDbNnX	0
politics	1192506774349324289	https://twitter.com/user/status/1192506774349324289	Faltan aún dos horas y media para el mitin de @vox_es en Valencia y ya empieza a haber cola en el parking del recinto...me da que las 9.000 sillas se van a quedar cortas.  No quiero imaginar cómo estará esto a las 19h cuando llegue @Santi_ABASCAL https://t.co/94nFfPhvfw	0
politics	1217895043585007616	https://twitter.com/user/status/1217895043585007616	🎙 @cucagamarra en @rne 👉 “A Pedro Sánchez no le traiciona el cansancio, sino el subconsciente: hemos podido comprobar del Presidente del Gobierno cómo cuestionaba la ley y negociaba con ERC desjudicializar de procesos judiciales que están abiertos”. https://t.co/Y2pWIQLjSN	0
politics	1177658798045110277	https://twitter.com/user/status/1177658798045110277	Muy preocupado por el futuro de la plantilla de Endesa en As Pontes. Están en juego los proyectos de 750 familias, el futuro de una comarca y el 50% del tráfico del Puerto de Ferrol. El Gobierno central no puede seguir actuando en todo sin pensar en lo que se lleva por delante	1
politics	1218126858157543424	https://twitter.com/user/status/1218126858157543424	Feliz cumpleaños @PODEMOS 6 años intensos transformando España y sus territorios para poner la vida en el centro mediante políticas públicas.   Gracias por existir!   #6AñosGraciasATi https://t.co/HvUzErmkuV	1
politics	1179334328884576256	https://twitter.com/user/status/1179334328884576256	⚖️ Hoy hemos recibido en el Parlamento Europeo a la Red de Abogados y Abogadas de España @AbogaciaEnRedes, que nos han contado la situación precaria del sector de la abogacía independiente. A finales de noviembre celebran su congreso fundacional https://t.co/TMG5pD51ka https://t.co/nATYoZjgEM	0
politics	1218121813181575168	https://twitter.com/user/status/1218121813181575168	Gracias por no desfallecer nunca, por el trabajo, por la ilusión, por las sonrisas, por la empatía, por construir día a día un proyecto colectivo que ha conseguido llegar al Gobierno para mejorar la vida de la gente y hacer que las personas sean lo primero. #6añosGraciasATi https://t.co/e8lyS8chXC	0
politics	1200740984503574528	https://twitter.com/user/status/1200740984503574528	El PG en funciones, @sanchezcastejon, y la ministra de  @mitecogob, Teresa Ribera, visitan las instalaciones donde se celebrará desde este lunes la #COP25🌍  Una Cumbre organizada en tiempo récord, con el trabajo de 6.000 profesionales y 2.000 voluntarios. ¡Es #TiempoDeActuar! https://t.co/KWoOUYHLus	0
politics	1159506108295372800	https://twitter.com/user/status/1159506108295372800	El @interiorgob subcontrata la gestión del “Gran hermano” antiterrorista. Una empresa privada será la encargada de gestionar el Sistema PNR, que almacena todos los datos de los pasajeros. ¿Pensaban que por ser agosto pasaría inadvertido? El coste es de casi 4.000.000 euros. https://t.co/oa3TsQrzHy	1
politics	1168435516762656768	https://twitter.com/user/status/1168435516762656768	"🇪🇸 @Albert_Rivera ""Tenemos que sumar con inteligencia por el bien de España, como hicimos en Andalucía y Madrid"" #RiveraEnOndaCero ❌ España suma pero la corrupción resta: no todo el mundo va votar por un partido que tiene más de cuarenta casos de corrupción por resolver. https://t.co/DKIwxbsIN2"	0
politics	1188112346729910276	https://twitter.com/user/status/1188112346729910276	Proponemos una reforma fiscal para que se cumpla la Constitución española: sistema fiscal progresivo y devolución de los 60.000 millones que los bancos deben a las familias españolas.  @Pablo_Iglesias_ #UnGobiernoContigo10N https://t.co/QQPiGirJts	0
politics	1226785590835863553	https://twitter.com/user/status/1226785590835863553	🎙 “La reforma del Código Penal es la fórmula que ha encontrado el Gobierno para llegar hasta la amnistía que exigen sus socios independentistas. La exigencia para mantener a flote el gobierno de Sánchez.” @cucagamarra en @ondamadrid	0
politics	1190564342707761152	https://twitter.com/user/status/1190564342707761152	En abril, Sánchez ocultaba las cifras macroeconómicas pero ahora ya no puede y los españoles tienen muy reciente la crisis de Zapatero.  👉Se destruyeron 3mill. de empleos 👉Dejó congeladas las pensiones 👉Recortó el sueldo a los funcionarios. 🎙 @pablocasado_ en @findesemanacope	1
politics	1226928041487749121	https://twitter.com/user/status/1226928041487749121	El #Delcygate se debatirá en el @Europarl_ES gracias a @Cs_Europa.  Señor @abalosmeco, las sanciones de la #UE al régimen de Maduro están para hacerlas cumplir, por mucho que no le guste a su socio de Gobierno.  https://t.co/ZGURi8S41w	0
politics	1261573981381017600	https://twitter.com/user/status/1261573981381017600	"¿Gama alta de éxito? Más bien ""gama alta de vergüenza"", con más de 50.000 sanitarios contagiados y 76 fallecidos. https://t.co/0H31lYBzb8"	1
politics	1170735039044362240	https://twitter.com/user/status/1170735039044362240	Las agresiones sexuales han aumentado 11% en BCN en solo seis meses. Alcaldesa con proclamas y puestos informativos no está todo hecho. La solución pasa por más efectivos, más patrullaje y más inversión en prevención. ¡Acción y no solo reacción Sra. Colau! https://t.co/aJHSjz8Qia	1
